,name,uri,popularity,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
615,It Won't Always Be Like This,spotify:track:61YcJKRn2y1si5jGc7LUIN,53,2021-06-09,0.518,0.895,1,-4.735,0,0.0459,0.000241,5.28e-05,0.0702,0.278,127.965,61YcJKRn2y1si5jGc7LUIN,244907,4
616,Sometimes (Backwood),spotify:track:5ysFFsqJFcsX8Rez67j2tv,0,2021-02-15,0.41,0.174,3,-11.405,1,0.0328,0.767,0.00197,0.114,0.0694,105.292,5ysFFsqJFcsX8Rez67j2tv,153000,4
617,Nothing Feels Better,spotify:track:5tmxPmmXvgJPU7bIukFX8p,54,2021-10-22,0.769,0.395,2,-7.71,1,0.0287,0.285,0.0,0.0776,0.558,81.485,5tmxPmmXvgJPU7bIukFX8p,157779,4
618,Can You Handle My Love??,spotify:track:7GKMstqz3UYkFvlX93qCyz,46,2021-07-14,0.689,0.863,9,-5.962,1,0.0348,0.0373,1.55e-05,0.0958,0.576,105.044,7GKMstqz3UYkFvlX93qCyz,256320,4
619,Eat Your Heart Out,spotify:track:2vh3fCzas7WUjEVkjBrGP4,32,2019-06-21,0.541,0.821,7,-5.063,1,0.045,0.00279,0.0,0.137,0.631,141.085,2vh3fCzas7WUjEVkjBrGP4,222430,4
620,Cherry,spotify:track:2IOFZdYYkFxEHVz1w34PoL,72,2019-12-13,0.53,0.512,7,-9.261,1,0.0259,0.615,0.00453,0.129,0.411,95.946,2IOFZdYYkFxEHVz1w34PoL,259187,4
621,Tiger Teeth,spotify:track:4rEJbUBGO3NRePefpCq8ME,36,2017-11-10,0.511,0.686,10,-6.432,1,0.0589,0.29,9.96e-06,0.123,0.162,104.957,4rEJbUBGO3NRePefpCq8ME,322533,4
622,Shiver Shiver,spotify:track:4LgIcna8LRrR3DOomihYMY,39,2012-06-19,0.629,0.721,11,-6.292,1,0.0326,0.00282,1.41e-06,0.128,0.854,100.208,4LgIcna8LRrR3DOomihYMY,232733,4
623,I Think I Like When It Rains,spotify:track:5S5u0EWtlblH00iTNExZ6X,68,2017-06-12,0.622,0.471,9,-7.105,1,0.0277,0.0448,0.0,0.0957,0.278,124.455,5S5u0EWtlblH00iTNExZ6X,278293,4
624,Help Me Get Over You,spotify:track:7FUu62BEL3Ji8gffqaCNen,40,2021-09-10,0.51,0.564,11,-6.409,1,0.0269,0.14,0.0,0.116,0.402,89.901,7FUu62BEL3Ji8gffqaCNen,176159,4
625,Song About You,spotify:track:48f7LOHWir3VQoO06yoc95,57,2021-09-10,0.617,0.801,8,-5.766,1,0.0336,0.0254,2.07e-06,0.105,0.426,119.003,48f7LOHWir3VQoO06yoc95,158948,4
626,Underneath My Skin,spotify:track:239RFmkTfBL2VmExbgkuBm,47,2021-09-10,0.58,0.943,9,-4.82,1,0.0419,0.0034,7.51e-05,0.224,0.662,104.025,239RFmkTfBL2VmExbgkuBm,193408,4
627,What I Want,spotify:track:57As4lhkpp6tB422daefKK,47,2019-08-23,0.359,0.951,4,-3.126,1,0.0637,0.000362,3.75e-05,0.283,0.333,159.023,57As4lhkpp6tB422daefKK,230793,3
628,Sun-Glo,spotify:track:0rrZ2p8C68Wu03dw6p4RI9,39,2021-10-02,0.738,0.504,2,-12.493,1,0.0454,0.555,0.00514,0.295,0.798,129.902,0rrZ2p8C68Wu03dw6p4RI9,168874,4
629,GHOST TOWN,spotify:track:135Lf4Q0CzlMNfOxbEUsLH,75,2021-10-15,0.391,0.335,0,-10.064,1,0.0763,0.389,0.0,0.102,0.116,174.185,135Lf4Q0CzlMNfOxbEUsLH,193733,3
630,Maybe,spotify:track:2WharvxRQJWtEF8dcf7qkz,50,2021-10-15,0.397,0.408,7,-8.357,1,0.0259,0.753,0.0367,0.112,0.138,75.011,2WharvxRQJWtEF8dcf7qkz,180029,4
631,Easy On Me,spotify:track:0gplL1WMoJ6iYaPgMCL0gX,82,2021-10-14,0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,0gplL1WMoJ6iYaPgMCL0gX,224695,4
632,Love & War in Your Twenties,spotify:track:3FFpGDzfkwJGjfIqM6BNMC,54,2018-02-15,0.736,0.525,2,-9.694,1,0.0296,0.22,0.00153,0.127,0.529,102.986,3FFpGDzfkwJGjfIqM6BNMC,250547,4
633,West Coast City,spotify:track:5AmzmWV5W2cGE3pHesHMmS,25,2020-10-27,0.607,0.199,10,-17.95,1,0.0644,0.902,0.000876,0.146,0.11,139.835,5AmzmWV5W2cGE3pHesHMmS,195429,4
634,Waves,spotify:track:14EfxoTDKWBIJUsf1au9ul,42,2020-04-14,0.523,0.482,0,-6.834,1,0.122,0.865,0.0,0.208,0.358,131.628,14EfxoTDKWBIJUsf1au9ul,146656,3
635,ilym (feat. ROSIE),spotify:track:6iT0ZdQcHwzQDNcAC2oDKX,54,2021-03-19,0.261,0.277,1,-8.143,0,0.031,0.572,1.4e-06,0.0859,0.0617,179.077,6iT0ZdQcHwzQDNcAC2oDKX,236082,3
636,Nothing Else,spotify:track:41FnfKYB6m3uQSAzPC7Jfc,50,2021-02-26,0.73,0.275,2,-13.574,1,0.264,0.89,0.00256,0.169,0.326,78.09,41FnfKYB6m3uQSAzPC7Jfc,264333,4
637,Change My Mind,spotify:track:1ZfxcTixSOyekIujxr1fa0,53,2021-03-26,0.7,0.64,1,-5.53,1,0.209,0.394,0.0,0.352,0.742,177.854,1ZfxcTixSOyekIujxr1fa0,121358,4
638,Outside,spotify:track:4BRoWy6A8sPz5Qmy1IBgrq,1,2014-06-21,0.464,0.817,0,-5.385,1,0.0321,0.000489,0.00831,0.162,0.703,92.86,4BRoWy6A8sPz5Qmy1IBgrq,179676,4
639,Chapstick,spotify:track:2c0NslS6dfGp1LT1iXbqyS,52,2021-10-08,0.806,0.636,2,-6.281,1,0.042,0.00515,0.00053,0.109,0.783,115.03,2c0NslS6dfGp1LT1iXbqyS,193299,4
640,without you with me,spotify:track:0WqHYUiGuqkC7koA2l5Ou1,53,2021-10-08,0.475,0.476,2,-5.954,1,0.0283,0.833,0.0,0.0982,0.17,147.042,0WqHYUiGuqkC7koA2l5Ou1,174828,4
641,Honeymoon,spotify:track:3yYGzdBQRBpqhQ8TGehn9Z,41,2020-05-29,0.621,0.441,6,-5.847,1,0.0273,0.685,0.0,0.199,0.431,85.989,3yYGzdBQRBpqhQ8TGehn9Z,235308,4
642,Jane,spotify:track:3Ms2JUwxA2tj3GCFvxY3XU,48,2018-06-16,0.635,0.549,1,-5.737,1,0.0261,0.654,0.00148,0.0841,0.122,90.023,3Ms2JUwxA2tj3GCFvxY3XU,257088,4
643,When the Party's Over,spotify:track:2M2cPnTiiAsou4FfukCmJP,11,2021-10-07,0.629,0.139,11,-15.128,1,0.032,0.449,1.65e-05,0.0976,0.218,136.023,2M2cPnTiiAsou4FfukCmJP,266471,3
644,Sweet Creature,spotify:track:5kRPPEWFJIMox5qIkQkiz5,73,2017-05-12,0.427,0.262,7,-8.541,1,0.0276,0.746,0.0,0.068,0.228,104.085,5kRPPEWFJIMox5qIkQkiz5,224867,4
645,I GUESS I'M IN LOVE,spotify:track:1is8gU4RVcN4J8xItxWoOY,74,2021-08-20,0.422,0.34,0,-6.577,1,0.0351,0.877,1.77e-05,0.149,0.223,77.213,1is8gU4RVcN4J8xItxWoOY,204094,4
646,Northern Italy,spotify:track:1Eg4CmLudi51fJHjY6kegZ,47,2020-07-10,0.502,0.0829,11,-21.037,0,0.041,0.922,0.0334,0.11,0.214,75.051,1Eg4CmLudi51fJHjY6kegZ,190215,4
647,We Got Love,spotify:track:4hA151BPeCZ4QO6bFTfaT3,0,2017-02-10,0.513,0.508,4,-5.727,1,0.0297,0.51,0.000802,0.103,0.367,83.938,4hA151BPeCZ4QO6bFTfaT3,199813,4
648,Nobody Has To Know,spotify:track:2fQE3IKIgFAuUsuD4rWvjq,38,2021-09-09,0.606,0.848,9,-4.228,1,0.0549,0.00101,1.61e-06,0.318,0.863,154.043,2fQE3IKIgFAuUsuD4rWvjq,186418,5
649,FEELING THIS BAD NEVER FELT SO GREAT,spotify:track:06DZwL9QE5wTRdtxVbxJrL,57,2021-05-20,0.896,0.425,6,-9.186,1,0.111,0.652,0.0,0.165,0.495,122.141,06DZwL9QE5wTRdtxVbxJrL,173733,4
650,Sheesh!,spotify:track:3ddNKnYpVx0uI8vcwbTQ5Y,58,2021-08-20,0.743,0.832,5,-3.937,1,0.0611,0.161,0.0,0.0925,0.801,149.951,3ddNKnYpVx0uI8vcwbTQ5Y,148847,4
651,Seaside,spotify:track:4uVvnCQfdDicNXXRx6Xm2S,32,2020-05-14,0.776,0.328,1,-12.372,1,0.0454,0.503,0.0,0.0869,0.89,131.17,4uVvnCQfdDicNXXRx6Xm2S,183815,4
652,Clean Me Up,spotify:track:6zUw4QJytKkTBhwbRC6OiM,46,2019-11-29,0.631,0.402,0,-10.054,1,0.124,0.519,0.0,0.0686,0.534,91.945,6zUw4QJytKkTBhwbRC6OiM,165000,4
653,Fvck Somebody,spotify:track:1GU6oaDhWaypMzfP51BYKo,54,2020-05-01,0.574,0.624,6,-4.239,0,0.039,0.0233,0.0,0.504,0.555,142.09,1GU6oaDhWaypMzfP51BYKo,181268,4
654,Heaven Falls / Fall on Me,spotify:track:7yHqOZfsXYlicyoMt62yC6,60,2018-08-24,0.563,0.366,11,-6.896,0,0.121,0.36,0.00243,0.0955,0.768,85.352,7yHqOZfsXYlicyoMt62yC6,240597,4
655,Home,spotify:track:0uZzdkuzJEjFzaRR2HQ5mj,0,2015-10-22,0.42,0.867,9,-5.397,1,0.0859,0.0115,0.0,0.0851,0.628,78.814,0uZzdkuzJEjFzaRR2HQ5mj,194907,4
656,Two Ghosts,spotify:track:4B1rpPmQXwj78wk6aIGwwU,70,2017-05-12,0.386,0.407,6,-7.095,0,0.0268,0.234,1.86e-06,0.0999,0.456,69.387,4B1rpPmQXwj78wk6aIGwwU,229813,4
657,October Eyes,spotify:track:14WC3aPKp9cGWMErF8lkza,53,2019-09-27,0.618,0.52,4,-9.232,1,0.367,0.719,0.0117,0.146,0.698,144.922,14WC3aPKp9cGWMErF8lkza,147791,4
658,Fine Line,spotify:track:6VzcQuzTNTMFnJ6rBSaLH9,75,2019-12-13,0.306,0.347,2,-8.5,1,0.0334,0.172,0.00013,0.0485,0.0511,120.996,6VzcQuzTNTMFnJ6rBSaLH9,377960,4
659,Canyon Moon,spotify:track:5IhzJOXNE7ki0IIJbZbnGq,70,2019-12-13,0.603,0.621,2,-7.14,1,0.0267,0.328,3.49e-05,0.119,0.7,94.022,5IhzJOXNE7ki0IIJbZbnGq,189787,4
660,Falling,spotify:track:1ZMiCix7XSAbfAJlEZWMCp,81,2019-12-13,0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,1ZMiCix7XSAbfAJlEZWMCp,240133,4
661,Lights Up,spotify:track:4jAIqgrPjKLTY9Gbez25Qb,74,2019-12-13,0.575,0.621,10,-8.165,0,0.032,0.0392,0.0045,0.141,0.27,101.987,4jAIqgrPjKLTY9Gbez25Qb,172213,4
662,I Can't Believe,spotify:track:76RTgPEFzAhGgFn8SAV0OO,22,2019-10-04,0.389,0.175,9,-17.692,1,0.0339,0.942,0.0,0.15,0.192,137.22,76RTgPEFzAhGgFn8SAV0OO,207470,4
663,The Long Way,spotify:track:0RXgomOT3S3OueZVGIg8QM,50,2021-09-14,0.677,0.821,4,-3.858,1,0.0611,0.144,0.0,0.125,0.804,104.87,0RXgomOT3S3OueZVGIg8QM,135680,4
664,Long Gone,spotify:track:5l41oHo8tpNJoSmOWy3ZJ8,27,2019-08-02,0.38,0.229,0,-7.283,1,0.0287,0.907,2.91e-05,0.124,0.188,95.523,5l41oHo8tpNJoSmOWy3ZJ8,195216,4
665,Icee Pop,spotify:track:1zKOagmkCtXuGmCivG8HZE,60,2021-09-03,0.914,0.572,0,-6.606,1,0.0359,0.12,0.0,0.0709,0.864,134.989,1zKOagmkCtXuGmCivG8HZE,147556,4
666,Better,spotify:track:339Y993TrFyWyO438be0RY,57,2019-04-05,0.692,0.552,0,-9.543,0,0.0497,0.0503,0.165,0.136,0.15,98.028,339Y993TrFyWyO438be0RY,229400,4
667,Stuck In The Middle,spotify:track:44TzvSZLIkM7Y7MEnrvkIl,61,2021-05-20,0.862,0.564,2,-6.566,1,0.0425,0.278,0.0,0.0935,0.836,119.952,44TzvSZLIkM7Y7MEnrvkIl,196133,4
668,AOK,spotify:track:1sx0XsWUusUoPstbvokZjP,72,2021-05-20,0.731,0.626,11,-6.919,1,0.0805,0.125,0.0,0.183,0.862,82.488,1sx0XsWUusUoPstbvokZjP,173640,4
669,Until I Found You,spotify:track:0T5iIrXA4p5GsubkhuBIKV,84,2021-09-01,0.539,0.508,10,-6.05,1,0.0288,0.727,0.0,0.174,0.227,101.358,0T5iIrXA4p5GsubkhuBIKV,177720,3
670,Lady by the Sea,spotify:track:4wPKUEm0EOoyUiFtI6mz1a,58,2020-12-18,0.439,0.503,8,-10.029,1,0.0281,0.284,5.6e-05,0.152,0.519,186.01,4wPKUEm0EOoyUiFtI6mz1a,182984,3
671,Ballerina,spotify:track:1OdsXfO5twa2JiNvfnqJSV,37,2021-08-21,0.595,0.107,2,-16.384,1,0.0701,0.988,0.0011,0.112,0.161,120.413,1OdsXfO5twa2JiNvfnqJSV,215658,4
672,State Lines,spotify:track:7CoMBpPTwQi2wPT0U0Nr9b,71,2018-10-19,0.509,0.31,9,-10.623,1,0.0313,0.959,0.229,0.0963,0.151,137.474,7CoMBpPTwQi2wPT0U0Nr9b,208653,3
673,Liz,spotify:track:5wJ9sSG7NItwu34jMnyxqa,57,2021-06-01,0.665,0.788,5,-3.889,0,0.0857,0.142,0.0,0.317,0.63,80.476,5wJ9sSG7NItwu34jMnyxqa,175867,4
674,Kilby Girl,spotify:track:1170VohRSx6GwE6QDCHPPH,75,2019-01-27,0.329,0.444,1,-9.973,1,0.0417,0.0578,0.0352,0.113,0.225,162.279,1170VohRSx6GwE6QDCHPPH,282206,4
675,Red Roses,spotify:track:2gb07B9t0F0T1q5zJBy0ZU,28,2019-03-22,0.671,0.377,4,-8.449,1,0.0466,0.656,0.000616,0.257,0.326,95.054,2gb07B9t0F0T1q5zJBy0ZU,246400,4
676,Parents,spotify:track:1ByZeSaK8YSM6OvYrlBbzu,1,2021-05-07,0.416,0.991,1,-4.1,1,0.332,3.68e-05,8.68e-05,0.718,0.334,130.064,1ByZeSaK8YSM6OvYrlBbzu,147687,4
677,Birthday Party,spotify:track:5ypbAP3g3jOgUg8JniG5bw,10,2021-05-07,0.676,0.498,4,-10.496,1,0.0273,0.163,0.000397,0.0689,0.415,109.997,5ypbAP3g3jOgUg8JniG5bw,216433,4
678,Turnaround,spotify:track:5NX7mLDlfJIGYiwIjg9y6z,0,2021-03-12,0.447,0.305,11,-11.109,1,0.0286,0.523,9.03e-06,0.183,0.338,81.238,5NX7mLDlfJIGYiwIjg9y6z,217387,4
679,Love Song,spotify:track:0ry61DYcu7rJlORErAht4f,4,2021-05-07,0.528,0.0546,1,-22.391,1,0.0339,0.967,3.35e-05,0.107,0.184,98.289,0ry61DYcu7rJlORErAht4f,125294,5
680,I Wish I Was,spotify:track:1nMlHxWuPc5P9Y5nGvenlj,53,2016-06-24,0.491,0.299,11,-8.86,1,0.0317,0.806,0.0,0.188,0.265,109.329,1nMlHxWuPc5P9Y5nGvenlj,316440,4
681,Look Good,spotify:track:5iPvSyUXj7gxrRFCBdOjGn,0,2019-04-26,0.671,0.297,1,-16.369,0,0.089,0.707,0.00027,0.11,0.0388,179.967,5iPvSyUXj7gxrRFCBdOjGn,239015,4
682,Himalayas,spotify:track:0xSa4NJptVmiz0tAL44sjj,15,2021-01-29,0.375,0.51,8,-10.701,1,0.0417,0.0758,0.000148,0.125,0.0854,99.619,0xSa4NJptVmiz0tAL44sjj,276000,4
683,Wish I Knew You,spotify:track:2EWpa5XnAuSn0sIkSSIhYk,64,2015-07-15,0.649,0.718,0,-6.593,0,0.0261,0.142,0.0713,0.124,0.718,101.034,2EWpa5XnAuSn0sIkSSIhYk,274093,4
684,Personal,spotify:track:33KJ2xFYONOlIYDBg6wPx8,65,2017-11-30,0.755,0.536,8,-5.605,1,0.12,0.114,0.0,0.0282,0.882,138.969,33KJ2xFYONOlIYDBg6wPx8,198040,4
685,Live A Little,spotify:track:0YjlkuZpp05Z9aZsoeTL3S,32,2017-06-23,0.735,0.458,7,-7.296,0,0.117,0.45,0.0,0.14,0.381,88.496,0YjlkuZpp05Z9aZsoeTL3S,222491,4
686,Married In Vegas,spotify:track:1wRXZO2KeCbovrfaOFoMnz,46,2020-07-31,0.663,0.77,9,-4.056,1,0.0559,0.000648,0.0,0.0311,0.753,104.044,1wRXZO2KeCbovrfaOFoMnz,192907,4
687,Shit Show,spotify:track:0t9X8kIUL4QqoWq6HM5o2G,55,2021-09-03,0.55,0.699,1,-3.635,1,0.17,0.435,0.0,0.197,0.697,169.955,0t9X8kIUL4QqoWq6HM5o2G,200080,4
688,"Let It Grow - From ""Dr. Seuss' The Lorax""",spotify:track:5BWbhDZB3TJgF7hb2TlTIG,52,2012-01-01,0.544,0.391,9,-9.564,1,0.0662,0.422,0.0,0.146,0.326,94.598,5BWbhDZB3TJgF7hb2TlTIG,197813,4
689,Place In Me,spotify:track:5uRv6CmkhdNoirnHEhqLPU,43,2021-08-05,0.274,0.345,8,-6.715,1,0.0309,0.865,2.36e-06,0.12,0.218,68.639,5uRv6CmkhdNoirnHEhqLPU,187443,4
690,seaside_demo,spotify:track:73M0rMVx5CWE8M4uATSsto,4,2021-05-17,0.706,0.824,0,-7.959,1,0.0694,0.355,0.000133,0.111,0.86,94.98,73M0rMVx5CWE8M4uATSsto,132000,4
691,King Of My Heart,spotify:track:7vmlJ9W59IFWDpeBMjVhWS,30,2021-04-30,0.651,0.76,7,-2.74,1,0.032,0.0259,0.0,0.105,0.4,109.04,7vmlJ9W59IFWDpeBMjVhWS,170267,4
692,Baby,spotify:track:3xugX7HVMBCe9jtfM0ycpE,14,2021-07-02,0.696,0.57,8,-8.196,1,0.032,0.3,0.098,0.185,0.88,94.049,3xugX7HVMBCe9jtfM0ycpE,144255,4
693,Starting Line,spotify:track:3tIQg7bErGUNgE6nZ2TXZ2,46,2021-06-30,0.225,0.798,2,-5.313,1,0.0732,0.094,1.86e-05,0.134,0.207,119.228,3tIQg7bErGUNgE6nZ2TXZ2,270381,4
694,Cloud 9,spotify:track:0Qj4YyHTtV01Fvfl2fibea,55,2021-06-01,0.53,0.268,0,-9.799,1,0.0332,0.862,0.0,0.0936,0.338,113.715,0Qj4YyHTtV01Fvfl2fibea,142000,4
695,As the World Caves In,spotify:track:7LAmsNJpBaNvNg7VZPXxSv,0,2021-06-10,0.372,0.255,7,-6.834,1,0.0344,0.436,0.0,0.33,0.254,114.402,7LAmsNJpBaNvNg7VZPXxSv,161613,1
696,Godspeed,spotify:track:34xTFwjPQ1dC6uJmleno7x,72,2016-08-20,0.399,0.0969,6,-12.578,1,0.0509,0.929,0.000168,0.121,0.0758,109.54,34xTFwjPQ1dC6uJmleno7x,177922,4
